host_name	match	taxid	group	n.genomes	correction	corrected.taxid	reassigned
ants	ants	36668	EXACT	1	NA	NA	NA
any mammals	mammalia	40674	CONFIDENT	1	NA	NA	NA
ape	ape	314295	EXACT	4	NA	NA	NA
aphanamixis polystachya	aphanamixis polystachya	201010	EXACT	3	NA	NA	NA
aphid, baizongia pistaciae	baizongia pistaciae	198322	CONFIDENT	1	NA	NA	NA
aphid, cinara cedri	cinara cedri	506608	CONFIDENT	1	NA	NA	NA
aphid, schizaphis graminum	schizaphis graminum	13262	CONFIDENT	1	NA	NA	NA
aphid, tuberolachnus salignus	tuberolachnus salignus	96551	CONFIDENT	2	NA	NA	NA
aphis craccivora	aphis craccivora	307492	EXACT	1	NA	NA	NA
aphis craccivora (cowpea aphid)	aphis craccivora	307492	CONFIDENT	1	NA	NA	NA
aphis fabae	aphis fabae	191316	EXACT	2	NA	NA	NA
aphis glycines	aphis glycines	307491	EXACT	3	NA	NA	NA
aphis gossypii	aphis gossypii	80765	EXACT	3	NA	NA	NA
aphis helianthi	aphis helianthi	224533	EXACT	1	NA	NA	NA
aphis nasturtii	aphis nasturtii	400569	EXACT	1	NA	NA	NA
aphis nerii	aphis nerii	100479	EXACT	1	NA	NA	NA
aphis passeriniana	aphis passeriniana	486040	EXACT	1	NA	NA	NA
aphis urticata	aphis urticata	715377	EXACT	2	NA	NA	NA
aphodiinae	aphodiinae	166306	EXACT	2	NA	NA	NA
apis andreniformis	apis andreniformis	7464	EXACT	2	NA	NA	NA
apis cerana	apis cerana	7461	EXACT	34	NA	NA	NA
apis cerana (honeybee)	apis cerana	7461	CONFIDENT	1	NA	NA	NA
apis dorsata	apis dorsata	7462	EXACT	5	NA	NA	NA
apis florea	apis florea	7463	EXACT	1	NA	NA	NA
apis mellifera	apis mellifera	7460	EXACT	12	NA	NA	NA
apis mellifera (honeybee)	apis mellifera	7460	CONFIDENT	23	NA	NA	NA
apis mellifera l.	apis mellifera	7460	CONFIDENT	1	NA	NA	NA
apis mellifera mellifera	apis mellifera mellifera	44477	EXACT	1	NA	NA	NA
apis mellifera subsp. ligustica	apis mellifera ligustica	7469	CONFIDENT	1	NA	NA	NA
apium graveolens	apium graveolens	4045	EXACT	14	NA	NA	NA
apium graveolens (celery)	apium graveolens	4045	CONFIDENT	1	NA	NA	NA
apium graveolens l. var. dulce	Apium graveolens var. dulce	117781	CORRECTION	1	Apium graveolens var. dulce	117781	TRUE
aplysia punctata	aplysia punctata	71498	EXACT	4	NA	NA	NA
aplysina aerophoba	aplysina aerophoba	289389	EXACT	67	NA	NA	NA
aplysina aerophoba saps15	aplysina aerophoba nematode associated strain saps15	121476	CONFIDENT	2	NA	NA	NA
apocynum hendersonii	apocynum hendersonii	377127	EXACT	1	NA	NA	NA
apodemus	Apodemus	10128	CORRECTION	2	Apodemus	10128	TRUE
apodemus agrarius	apodemus agrarius	39030	EXACT	17	NA	NA	NA
apodemus chevrieri	apodemus chevrieri	129246	EXACT	6	NA	NA	NA
apodemus flavicollis (yellow-necked mouse)	apodemus flavicollis	54292	CONFIDENT	7	NA	NA	NA
apodemus sylvaticus	apodemus sylvaticus	10129	EXACT	6	NA	NA	NA
apodemus sylvaticus (wood mouse)	apodemus sylvaticus	10129	CONFIDENT	8	NA	NA	NA
apodemus uralensis	apodemus uralensis	134910	EXACT	1	NA	NA	NA
apodemus witherbyi	apodemus witherbyi	400054	EXACT	5	NA	NA	NA
aporrectodea caliginosa	aporrectodea caliginosa	302032	EXACT	2	NA	NA	NA
apostichopus japonicus	apostichopus japonicus	307972	EXACT	16	NA	NA	NA
apple	apple	3750	EXACT	50	NA	NA	NA
apple tree	apple tree	3750	EXACT	6	NA	NA	NA
apple, malus domestica	malus domestica	3750	CONFIDENT	2	NA	NA	NA
apricot	apricot	36596	EXACT	1	NA	NA	NA
apricot, prunus armeniaca	prunus armeniaca	36596	CONFIDENT	1	NA	NA	NA
apsterostigma	Apstereostigma	NA	CORRECTION	2	Apstereostigma	NA	TRUE
apterostigma	apterostigma	34696	EXACT	3	NA	NA	NA
apterostigma dentigerum	apterostigma dentigerum	257670	EXACT	11	NA	NA	NA
apterostigma sp.	apterostigma sp.	2939358	EXACT	4	NA	NA	NA
aptychotrema rostrata	aptychotrema rostrata	556017	EXACT	2	NA	NA	NA
aquatic plants	streptophyta	35493	CONFIDENT	1	NA	NA	NA
aquila chrysaetos	aquila chrysaetos	8962	EXACT	1	NA	NA	NA
aquila chrysaetus	aquiline eagle		NONMATCHING	1	NA	NA	NA
aquilegia vulgaris	aquilegia vulgaris	3451	EXACT	1	NA	NA	NA
ara ararauna	ara ararauna	9226	EXACT	1	NA	NA	NA
arabian camel, camelus dromedarius	camelus dromedarius	9838	CONFIDENT	28	NA	NA	NA
arabian pea, bituminaria bitumosa	bituminaria bituminosa	53836	CONFIDENT	1	NA	NA	NA
arabidopsis	arabidopsis	3701	EXACT	5	NA	NA	NA
arachis	arachis	3817	EXACT	3	NA	NA	NA
arachis hypogaea	arachis hypogaea	3818	EXACT	41	NA	NA	NA
arachnid	arachnida	6854	CONFIDENT	1	NA	NA	NA
aratinga solstitialis	aratinga solstitialis	176015	EXACT	1	NA	NA	NA
arcovestia sp.	unclassified arcovestia	2619661	CONFIDENT	1	NA	NA	NA
arctic char	arctic char	8036	EXACT	4	NA	NA	NA
arctic char, salvelinus alpinus	salvelinus alpinus	8036	CONFIDENT	1	NA	NA	NA
arctium lappa l.	arctium lappa	4217	CONFIDENT	1	NA	NA	NA
arctocephalus australis (south american fur seal)	arctocephalus australis	161928	CONFIDENT	5	NA	NA	NA
arctocephalus gazella	arctocephalus gazella	37190	EXACT	1	NA	NA	NA
arctocephalus pusillus	arctocephalus pusillus	37191	EXACT	1	NA	NA	NA
ardea cinerea	ardea cinerea	30390	EXACT	4	NA	NA	NA
ardisia crenata	ardisia crenata	13345	EXACT	1	NA	NA	NA
areca catechu	areca catechu	184783	EXACT	1	NA	NA	NA
arenosclera brasiliensis	arenosclera brasiliensis	1283304	EXACT	2	NA	NA	NA
argas persicus	argas persicus	34603	EXACT	6	NA	NA	NA
argopecten purpuratus	argopecten purpuratus	228297	EXACT	5	NA	NA	NA
argus pheasant	argusianus argus	9081	CONFIDENT	1	NA	NA	NA
argus pheasent	argusianus argus	9081	CONFIDENT	9	NA	NA	NA
argyranthemum	argyranthemum	99031	EXACT	7	NA	NA	NA
argyranthemum frutescens	argyranthemum frutescens	99032	EXACT	1	NA	NA	NA
argyrolobium	argyrolobium	49794	EXACT	4	NA	NA	NA
argyrosomus regius	argyrosomus regius	172269	EXACT	1	NA	NA	NA
arion vulgaris	arion vulgaris	1028688	EXACT	24	NA	NA	NA
ark clam	ark clam	2784303	EXACT	3	NA	NA	NA
armadillidium vulgare lineage zn	armadillidium vulgare	13347	CONFIDENT	1	NA	NA	NA
armadillo	armadillo	96820	EXACT	6	NA	NA	NA
armillaria gallica	armillaria gallica	47427	EXACT	1	NA	NA	NA
arracacia xanthorrhiza	arracacia xanthorrhiza	264540	EXACT	1	NA	NA	NA
arremon brunneinucha	arremon brunneinucha	65378	EXACT	1	NA	NA	NA
arrhenatherum elatius	arrhenatherum elatius	52139	EXACT	2	NA	NA	NA
artemia franciscana	artemia franciscana	6661	EXACT	1	NA	NA	NA
artemisaphis artemisicola	artemisaphis artemisicola	527543	EXACT	1	NA	NA	NA
artemisia	artemisia	4219	EXACT	4	NA	NA	NA
artemisia annua	artemisia annua	35608	EXACT	2	NA	NA	NA
artemisia japonica subsp. littoricola kitam	artemisia littoricola	1027789	CONFIDENT	1	NA	NA	NA
artemisia princeps	artemisia princeps	223870	EXACT	1	NA	NA	NA
artemisia vulgaris	artemisia vulgaris	4220	EXACT	1	NA	NA	NA
arthrocereus glaziovii	arthrocereus glaziovii	1354779	EXACT	1	NA	NA	NA
arthrospira platensis	arthrospira platensis	118562	EXACT	1	NA	NA	NA
arthrospira sp.	arthrospira sp.	35824	EXACT	1	NA	NA	NA
artibeus sp.	artibeus is not aecificecies, but rather a genus the best ncbi taxonomy entry would be "artibeus"	None	CONFIDENT	2	NA	NA	NA
artichoke	artichoke	59895	EXACT	4	NA	NA	NA
artocarpus heterophyllus	artocarpus heterophyllus	3489	EXACT	1	NA	NA	NA
arvelius albopunctatus	arvelius albopunctatus	1912921	EXACT	1	NA	NA	NA
arvicanthis neumanni	arvicanthis neumanni	121563	EXACT	1	NA	NA	NA
arvicola amphibius	arvicola amphibius	1047088	EXACT	4	NA	NA	NA
arvicolinae sp.	arvicolinae	39087	CONFIDENT	2	NA	NA	NA
arytainilla spartiophila	arytainilla spartiophila	178948	EXACT	6	NA	NA	NA
ascidiella scabra	ascidiella scabra	1298853	EXACT	1	NA	NA	NA
ascidiella sp.	ascidiella sp.	2813628	EXACT	1	NA	NA	NA
ascophyllum nodosum	ascophyllum nodosum	52969	EXACT	4	NA	NA	NA
asian citrus psyllid	asian citrus psyllid	121845	EXACT	6	NA	NA	NA
asian citrus psyllid, diaphorina citri	diaphorina citri	121845	CONFIDENT	1	NA	NA	NA
asian pear	asian pear	332388	EXACT	1	NA	NA	NA
asian rice	oryza sativa	4530	CONFIDENT	1	NA	NA	NA
asian rice, oryza sativa	oryza sativa	4530	CONFIDENT	2	NA	NA	NA
asian seabass, lates calcarifer	lates calcarifer	8187	CONFIDENT	1	NA	NA	NA
asiatic honeybee, apis cerana	apis cerana	7461	CONFIDENT	1	NA	NA	NA
asiatic pennywort, centella asiatica	centella asiatica	48106	CONFIDENT	1	NA	NA	NA
aspalathus linearis	aspalathus linearis	155124	EXACT	1	NA	NA	NA
asparagopsis taxiformis	asparagopsis taxiformis	260499	EXACT	3	NA	NA	NA
aspen	populus tremula	113636	CONFIDENT	2	NA	NA	NA
aspidiotus nerii bouche	aspidiotus nerii	337510	CONFIDENT	1	NA	NA	NA
aster	aster	41479	EXACT	3	NA	NA	NA
aster amellus	aster amellus	72897	EXACT	2	NA	NA	NA
aster sp.	aster → astereae	41479	CONFIDENT	1	NA	NA	NA
asterias amurensis	asterias amurensis	7602	EXACT	1	NA	NA	NA
asterionella formosa bg1	asterionella formosa	210441	CONFIDENT	30	NA	NA	NA
asterionellopsis glacialis strain a3	asterionellopsis glacialis strain a3	33640	CONFIDENT	9	NA	NA	NA
astragalus adsurgens	astragalus adsurgens	20401	EXACT	1	NA	NA	NA
astragalus dahuricus	astragalus dahuricus	540757	EXACT	1	NA	NA	NA
astragalus pelecinus subsp. leiocarpus	astragalus pelecinus subsp. leiocarpus	2014708	EXACT	8	NA	NA	NA
astragalus pelecinus subsp. pelecinus	astragalus pelecinus subsp. pelecinus	2014709	EXACT	1	NA	NA	NA
astragalus sp.	astragalus	20400	CONFIDENT	4	NA	NA	NA
atcc strain	NA	NA	CORRECTION	4	NA	NA	TRUE
ateles geoffroyi	ateles geoffroyi	9509	EXACT	1	NA	NA	NA
atemnus politus	atemnus politus	2682848	EXACT	2	NA	NA	NA
atheris squamigera	atheris squamigera	110225	EXACT	1	NA	NA	NA
athyrium wallichianum ching	athyrium wallichianum	2055122	CONFIDENT	1	NA	NA	NA
atlantic awning clam, solemya velum	solemya velum	13268	CONFIDENT	56	NA	NA	NA
atlantic cod (gadus morhua)	gadus morhua	8049	CONFIDENT	21	NA	NA	NA
atlantic puffin, fratercula arctica	fratercula arctica	28701	CONFIDENT	1	NA	NA	NA
atlantic salmon, salmo salar	salmo salar	8030	CONFIDENT	201	NA	NA	NA
atlantic white-sided dolphin, lagenorhynchus acutus	lagenorhynchus acutus	90246	CONFIDENT	1	NA	NA	NA
atrichopogon sp.	ceratopogonidae	41819	CONFIDENT	1	NA	NA	NA
atriplex halimus	atriplex halimus	240028	EXACT	1	NA	NA	NA
atriplex sp.	atriplex	3550	CONFIDENT	12	NA	NA	NA
atta texana	atta texana	493209	EXACT	1	NA	NA	NA
attine ant	attini	143999	CONFIDENT	8	NA	NA	NA
augochlorella sp.	augochlorella	178017	CONFIDENT	5	NA	NA	NA
aulocomnium turgidum, pluerozium schreberi, and tomenthypnum nitens	here are the best ncbi taxonomy entries for each of theecies you listed:		NONMATCHING	3	NA	NA	NA
auritibicen bihamatus	auritibicen bihamatus	1760999	EXACT	2	NA	NA	NA
auritibicen japonicus	auritibicen japonicus	1761006	EXACT	2	NA	NA	NA
aurochs, bos primigenius	bos primigenius	9909	CONFIDENT	2	NA	NA	NA
australian pine tree, casuarina equisetifolia	casuarina equisetifolia	3523	CONFIDENT	1	NA	NA	NA
austrodanthonia caespitosa	austrodanthonia caespitosa	348273	EXACT	1	NA	NA	NA
avena	avena	4496	EXACT	1	NA	NA	NA
avena fatua	avena fatua	4499	EXACT	1	NA	NA	NA
avena sativa	avena sativa	4498	EXACT	11	NA	NA	NA
aves	aves	8782	EXACT	5	NA	NA	NA
avian	avian	8782	EXACT	41	NA	NA	NA
avian (bird)	aves	8782	CONFIDENT	4	NA	NA	NA
avicennia germinans	avicennia germinans	41378	EXACT	2	NA	NA	NA
avicennia mariana	avicennia marina	82927	CONFIDENT	1	NA	NA	NA
avicennia marina	avicennia marina	82927	EXACT	3	NA	NA	NA
avocado	avocado	3435	EXACT	1	NA	NA	NA
avocado, persea americana	persea americana	3435	CONFIDENT	1	NA	NA	NA
axinella dissimilis	axinella dissimilis	798306	EXACT	9	NA	NA	NA
axinella mexicana, marine sponge	axinella mexicana	361193	CONFIDENT	1	NA	NA	NA
axinella verrucosa	axinella verrucosa	237119	EXACT	1	NA	NA	NA
axinellida sp. (marine sponge)	axinellida	1779152	CONFIDENT	1	NA	NA	NA
axonopus scoparius	axonopus scoparius	1213452	EXACT	1	NA	NA	NA
azadirachta indica	azadirachta indica	124943	EXACT	2	NA	NA	NA
azadirachta indica a. juss. var. siamensis valenton	azadirachta indica	124943	CONFIDENT	1	NA	NA	NA
azolla	azolla	39630	EXACT	3	NA	NA	NA
azolla caroliniana	azolla caroliniana	39631	EXACT	2	NA	NA	NA
azolla filiculoides	azolla filiculoides	84609	EXACT	1	NA	NA	NA
azolla pinnata	azolla pinnata	99433	EXACT	4	NA	NA	NA
azumapecten farreri	azumapecten farreri	106299	EXACT	1	NA	NA	NA
baboon, papio sp.	papio hamadryas	9557	CONFIDENT	1	NA	NA	NA
bacillus	bacillus	55087	EXACT	1	NA	NA	NA
bacillus subtilis	bacillus subtilis	1423	EXACT	1	NA	NA	NA
bacillus thuringiensis subsp	bacillus thuringiensis	1428	CONFIDENT	4	NA	NA	NA
bacteria	bacteria	629395	EXACT	8	NA	NA	NA
bactericera cockerelli	bactericera cockerelli	290155	EXACT	4	NA	NA	NA
bactericera trigonica	bactericera trigonica	1100831	EXACT	3	NA	NA	NA
bacteriophage	bacteriophage	38018	EXACT	1	NA	NA	NA
bactrian wapiti	cervus canadensis bactrianus	9859	CONFIDENT	1	NA	NA	NA
bactrocera dorsalis	bactrocera dorsalis	27457	EXACT	2	NA	NA	NA
bactrocera oleae	bactrocera oleae	104688	EXACT	7	NA	NA	NA
bactrocera oleae (rossi)	bactrocera oleae	104688	CONFIDENT	2	NA	NA	NA
badger	Meles meles	9662	CORRECTION	6	Meles meles	9662	TRUE
baiomys musculus	baiomys musculus	213557	EXACT	1	NA	NA	NA
baizongia pistaciae	baizongia pistaciae	198322	EXACT	1	NA	NA	NA
balaenoptera acutorostrata (dwarf minke whale)	balaenoptera acutorostrata subsp scammoni	9767	CONFIDENT	1	NA	NA	NA
bald eagle	bald eagle	52644	EXACT	1	NA	NA	NA
balta sp.	balta sp.	3037049	EXACT	1	NA	NA	NA
bamboo	bamboo	147376	EXACT	1	NA	NA	NA
banana	banana	89151	EXACT	29	NA	NA	NA
banana, ensete ventricosum	ensete ventricosum	4639	CONFIDENT	1	NA	NA	NA
banana, musa sp.	musa acuminata	4641	CONFIDENT	4	NA	NA	NA
banded mongoose, mungos mungo	mungos mungo	210652	CONFIDENT	1	NA	NA	NA
bandicoot rat, bandicota sp	bandicota	69078	CONFIDENT	1	NA	NA	NA
bangia atropurpurea	bangia atropurpurea	31347	EXACT	1	NA	NA	NA
bank vole	bank vole	447135	EXACT	1	NA	NA	NA
bank vole (clethrionomys glareolus)	myodes glareolus	447135	CONFIDENT	1	NA	NA	NA
bank vole, myodes glareolus	myodes glareolus	447135	CONFIDENT	2	NA	NA	NA
bankia setacea	bankia setacea	693219	EXACT	5	NA	NA	NA
bar-headed goose	bar-headed goose	8846	EXACT	1	NA	NA	NA
bar-tailed godwit	bar-tailed godwit	161683	EXACT	22	NA	NA	NA
barbarea vulgaris	barbarea vulgaris	50459	EXACT	4	NA	NA	NA
barbary macaque	barbary macaque	9546	EXACT	1	NA	NA	NA
barberry	berberis vulgaris	258209	CONFIDENT	1	NA	NA	NA
barbonymus gonionotus	barbonymus gonionotus	381606	EXACT	1	NA	NA	NA
barbulanympha sp.	barbulanympha is not aecificecies, but rather a genus the best match would be "barbulanympha"	2943706	CONFIDENT	4	NA	NA	NA
bark bettle	scolytus scolytus	1002013	CONFIDENT	2	NA	NA	NA
barley	barley	4513	EXACT	7	NA	NA	NA
barley, hordeum vulgare	hordeum vulgare	4513	CONFIDENT	12	NA	NA	NA
barramundi	barramundi	8187	EXACT	1	NA	NA	NA
barramundi perch, lates calcarifer	lates calcarifer	8187	CONFIDENT	58	NA	NA	NA
barrel medic, medicago truncatula	medicago truncatula	3880	CONFIDENT	1	NA	NA	NA
barringtonia acutangula	barringtonia acutangula	1090620	EXACT	1	NA	NA	NA
basil	basil	39350	EXACT	1	NA	NA	NA
bass	micropterus salmoides	27706	CONFIDENT	1	NA	NA	NA
bassariscus astutus	bassariscus astutus	55047	EXACT	5	NA	NA	NA
bat	Chiroptera	9397	CORRECTION	24	Chiroptera	9397	TRUE
bat (chiroptera)	chiroptera	9397	CONFIDENT	2	NA	NA	NA
bat, chiroptera	chiroptera	9397	CONFIDENT	2	NA	NA	NA
bat, nyctophilus geoffroyi	nyctophilus geoffroyii	258945	CONFIDENT	1	NA	NA	NA
bathymodiolus brooksi	bathymodiolus brooksi	206348	EXACT	76	NA	NA	NA
bathymodiolus childressi	bathymodiolus childressi	3051952	EXACT	1	NA	NA	NA
bathymodiolus heckerae	bathymodiolus heckerae	114453	EXACT	1	NA	NA	NA
bathymodiolus japonicus	bathymodiolus japonicus	220391	EXACT	5	NA	NA	NA
bathymodiolus manusensis	bathymodiolus manusensis	857502	EXACT	1	NA	NA	NA
bathymodiolus mussel	bathymodiolus	12965	CONFIDENT	96	NA	NA	NA
bathymodiolus platifrons	bathymodiolus platifrons	2830794	EXACT	12	NA	NA	NA
bathymodiolus septemdierum	bathymodiolus septemdierum	220392	EXACT	2	NA	NA	NA
bathymodiolus thermophilus	bathymodiolus thermophilus	12966	EXACT	2	NA	NA	NA
bathynomus giganteus	bathynomus giganteus	192963	EXACT	2	NA	NA	NA
batillaria multiformis	batillaria multiformis	149335	EXACT	1	NA	NA	NA
bats	bats	9397	EXACT	2	NA	NA	NA
bauhinia purpurea	bauhinia purpurea	3806	EXACT	1	NA	NA	NA
bauhinia racemosa	bauhinia racemosa	1227988	EXACT	1	NA	NA	NA
bay scallop, argopecten irradians	argopecten irradians	31199	CONFIDENT	1	NA	NA	NA
beach sheoak, casuarina equisetifolia	casuarina equisetifolia	3523	CONFIDENT	1	NA	NA	NA
beaked whale, ziphiidae	ziphiidae	9756	CONFIDENT	1	NA	NA	NA
bean	phaseolus	3883	CONFIDENT	5	NA	NA	NA
bean fungal pathogen	colletotrichum trifolii	5466	CONFIDENT	1	NA	NA	NA
bean goose, anser fabalis	anser fabalis	132587	CONFIDENT	1	NA	NA	NA
bean, dolichos lablab	lablab purpureus	35936	CONFIDENT	1	NA	NA	NA
bean, phaseolus albescens	phaseolus albescens	90552	CONFIDENT	1	NA	NA	NA
bean, phaseolus microcarpus	phaseolus microcarpus	87068	CONFIDENT	1	NA	NA	NA
bean, phaseolus sp.	phaseolus	3883	CONFIDENT	1	NA	NA	NA
bear	bear	9641	EXACT	6	NA	NA	NA
bee	Apis mellifera	7460	CORRECTION	3	Apis mellifera	7460	TRUE
bee, apis andreniformis	apis andreniformis	7464	CONFIDENT	1	NA	NA	NA
bee, apis koschevnikovi	apis koschevnikovi	7468	CONFIDENT	1	NA	NA	NA
bee, apis nigrocincta	apis nigrocincta	83312	CONFIDENT	1	NA	NA	NA
bee, apis nuluensis	apis nuluensis	96030	CONFIDENT	1	NA	NA	NA
bee, bombus bimaculatus	bombus bimaculatus	309944	CONFIDENT	1	NA	NA	NA
bee, bombus vagans	bombus vagans	239131	CONFIDENT	2	NA	NA	NA
bee, melipona beecheii	melipona beecheii	415722	CONFIDENT	1	NA	NA	NA
bee, meliponula bocandei	meliponula bocandei	239133	CONFIDENT	1	NA	NA	NA
beef	bos taurus	9913	CONFIDENT	4	NA	NA	NA
beef cattle	bos taurus	9913	CONFIDENT	71	NA	NA	NA
beer	saccharomyces cerevisiae	4932	CONFIDENT	2	NA	NA	NA
beet	beet	161934	EXACT	16	NA	NA	NA
beet, beta vulgaris	beta vulgaris	161934	CONFIDENT	3	NA	NA	NA
beetle	coleoptera	7041	CONFIDENT	5	NA	NA	NA
beetle, cantharis	cantharidae	41097	CONFIDENT	1	NA	NA	NA
begonia	begonia	3681	EXACT	4	NA	NA	NA
begonia sp.	begonia sp.	3111974	EXACT	2	NA	NA	NA
beluga whale	beluga whale	9749	EXACT	1	NA	NA	NA
beluga whale, delphinapterus leucas	delphinapterus leucas	9749	CONFIDENT	1	NA	NA	NA
bemisia tabaci	bemisia tabaci	7038	EXACT	9	NA	NA	NA
bemisia tabaci (biotype q)	bemisia tabaci biotype q	7038	CONFIDENT	3	NA	NA	NA
bemisia tabaci asia ii 3	bemisia tabaci asia-ii-3	7037	CONFIDENT	1	NA	NA	NA
bemisia tabaci b	bemisia tabaci biotype b	7038	CONFIDENT	1	NA	NA	NA
bemisia tabaci china 1	bemisia tabaci mediterraneana subsp china (taxid:1094215)	7038	CONFIDENT	1	NA	NA	NA
bemisia tabaci q	bemisia tabaci	7038	CONFIDENT	1	NA	NA	NA
bemisia tabaci: sweet potato whitefly	bemisia tabaci	7038	CONFIDENT	1	NA	NA	NA
benincasa hispida	benincasa hispida	102211	EXACT	1	NA	NA	NA
berberis gagnepainii	berberis gagnepainii	258164	EXACT	1	NA	NA	NA
berberis sp.	berberisp	None	CONFIDENT	2	NA	NA	NA
berseem	trifolium alexandrinum	97006	CONFIDENT	1	NA	NA	NA
beta vulgaris	beta vulgaris	161934	EXACT	20	NA	NA	NA
beta vulgaris var. cicla	taxonomy:inach (spinacia oleracea)	161934	CONFIDENT	6	NA	NA	NA
betula pendula	betula pendula	3505	EXACT	1	NA	NA	NA
betula platyphylla	betula platyphylla	78630	EXACT	1	NA	NA	NA
beybienkoa kurandanensis	beybienkoa kurandanensis	2093483	EXACT	1	NA	NA	NA
bidens sp.	bidens -> na	42336	CONFIDENT	1	NA	NA	NA
biennial turnip rape, brassica campestris	brassica rapa	3711	CONFIDENT	1	NA	NA	NA
bigeye tuna	bigeye tuna	8241	EXACT	4	NA	NA	NA
bighead carp	bighead carp	7965	EXACT	2	NA	NA	NA
bighorn sheep, ovis canadensis	ovis canadensis	37174	CONFIDENT	1	NA	NA	NA
biological soil crusts	cyanobacteria/mycoplasmataceae/fungi/algae mix (na)		NONMATCHING	2	NA	NA	NA
biomphalaria glabrata	biomphalaria glabrata	6526	EXACT	1	NA	NA	NA
birch	betula	3504	CONFIDENT	1	NA	NA	NA
bird	aves	8782	CONFIDENT	36	NA	NA	NA
bird (chicken)	gallus gallus domesticus	9031	CONFIDENT	4	NA	NA	NA
bird (duck)	anas platyrhynchos	8839	CONFIDENT	1	NA	NA	NA
bird (fowl)	gallus gallus domesticus	9031	CONFIDENT	1	NA	NA	NA
bird (gull)	larus	8911	CONFIDENT	1	NA	NA	NA
bird (pigeon)	columba livia	8932	CONFIDENT	2	NA	NA	NA
bird (turkey)	meleagris gallopavo	9103	CONFIDENT	3	NA	NA	NA
bird of paradise	paradisaeidae	9149	CONFIDENT	1	NA	NA	NA
bird of prey	falconiformes	8948	CONFIDENT	1	NA	NA	NA
birds (fowl)	gallus gallus domesticus	9031	CONFIDENT	1	NA	NA	NA
biserrula pelecinus	biserrula pelecinus	47093	EXACT	5	NA	NA	NA
biserrula pelecinus casbah	biserrula pelecinus subsp casbah	47093	CONFIDENT	1	NA	NA	NA
biserrula pelecinus l	biserrula pelecinus l is a synonym for biserrula pelecinus the best ncbi taxonomy entry is: biserrula pelecinus	554843	CONFIDENT	2	NA	NA	NA
biserrula pelecinus l.	biserrula pelecinus	47093	CONFIDENT	3	NA	NA	NA
bison	bison	9902	EXACT	72	NA	NA	NA
bison bison	bison bison	9901	EXACT	19	NA	NA	NA
bison bison (bison)	bison bison	9901	CONFIDENT	1	NA	NA	NA
bison bison athabascae	bison bison athabascae	43347	EXACT	1	NA	NA	NA
bison bonasus	bison bonasus	9902	EXACT	1	NA	NA	NA
bison priscus	bison priscus	268291	EXACT	3	NA	NA	NA
bison, bison sp.	bison	9902	CONFIDENT	1	NA	NA	NA
bituminaria bituminosa	bituminaria bituminosa	53836	EXACT	1	NA	NA	NA
bivalve	NA	NA	CORRECTION	6	NA	NA	TRUE
bivalve mollusc	bivalvia	6544	CONFIDENT	1	NA	NA	NA
bivalve mollusk	bivalvia	6544	CONFIDENT	10	NA	NA	NA
bivalve, atrina pectinata	pectinidae	6566	CONFIDENT	1	NA	NA	NA
bivalve, bathymodiolus brevior	bathymodiolus brevior	240807	CONFIDENT	1	NA	NA	NA
bivalve, kuphus polythalamia	kuphus polythalamia		NONMATCHING	1	NA	NA	NA
bivalve, solemya elarraichensis	solemya elarrachensis	1345011	CONFIDENT	1	NA	NA	NA
bivalve, solemya pervernicosa	solemya pervernicosa	642806	CONFIDENT	1	NA	NA	NA
bivalve, solemya velesiana	solemya velosa	395966	CONFIDENT	1	NA	NA	NA
bivalvia, teredinidae	teredinidae	114952	CONFIDENT	1	NA	NA	NA
blaberus giganteus	blaberus giganteus	36943	EXACT	1	NA	NA	NA
black cottonwood, populus balsamifera subsp. trichocarpa	populus trichocarpa	3694	CONFIDENT	1	NA	NA	NA
black howler monkey	black howler monkey	9502	EXACT	12	NA	NA	NA
black lemur	black lemur	30602	EXACT	1	NA	NA	NA
black locust, robinia pseudoacacia	robinia pseudoacacia	35938	CONFIDENT	1	NA	NA	NA
black mangrove	black mangrove	41378	EXACT	1	NA	NA	NA
black medic, medicago lupulina	medicago lupulina	47085	CONFIDENT	1	NA	NA	NA
black mimosa, mimosa asperata	vachellia asperata	3089614	CONFIDENT	1	NA	NA	NA
black nightshade, solanum nigrum	solanum nigrum	4112	CONFIDENT	1	NA	NA	NA
black pepper plant	piper nigrum	13216	CONFIDENT	7	NA	NA	NA
black pepper, piper nigrum	piper nigrum	13216	CONFIDENT	5	NA	NA	NA
black porgy	black porgy	72011	EXACT	1	NA	NA	NA
black rat, rattus rattus	rattus rattus	10117	CONFIDENT	31	NA	NA	NA
black rice	oryza sativa	4530	CONFIDENT	5	NA	NA	NA
